,,,,,
County Name,Precinct Name,Precinct Code,Total Voters,Hillary Clinton (D),Donald J. Trump (R)
Portage,PRECINCT SUFFIELD A,AFX,752,242,471
Portage,PRECINCT SUFFIELD B,AFY,674,207,428
Portage,PRECINCT SUFFIELD C,AFZ,703,194,473
Portage,PRECINCT SUFFIELD D,AGA,631,223,374
Portage,PRECINCT SUFFIELD E,AGB,705,213,445
Portage,PRECINCT SUGAR BUSH KNOLLS,AGE,145,71,63
Portage,PRECINCT WINDHAM TWP A,AGF,341,102,217
Portage,PRECINCT WINDHAM TWP B,AGG,482,155,304
Portage,PRECINCT WINDHAM VIL A,AGH,215,82,113
Portage,PRECINCT WINDHAM VIL B,AGI,393,182,192
Portage,PRECINCT KENT 1-D,AGJ,606,398,169
Portage,PRECINCT KENT 4-B,AGK,497,356,105
Portage,PRECINCT KENT 5-C,AGL,808,579,175
Portage,PRECINCT KENT 6-D,AGM,475,360,87
Portage,PRECINCT PALMYRA C,AGP,512,118,364
Portage,PRECINCT STREETSBORO 1-C,AGQ,562,260,260
Portage,PRECINCT STREETSBORO 3-C,AGR,625,263,328
Portage,PRECINCT STREETSBORO 1-D,AGS,593,192,359
Preble,PRECINCT EATON 1,AAA,445,117,292
Preble,PRECINCT EATON 2,AAB,562,103,412
Preble,PRECINCT EATON 3,AAC,339,80,242
Preble,PRECINCT EATON 4,AAD,639,150,452
Preble,PRECINCT EATON 5,AAE,385,103,260
Preble,PRECINCT EATON 6,AAF,361,91,252
Preble,PRECINCT EATON 7,AAG,615,165,408
Preble,PRECINCT EATON 8,AAH,522,138,358
Preble,PRECINCT DIXON,AAI,309,67,227
Preble,PRECINCT GASPER 1,AAJ,290,55,221
Preble,PRECINCT GASPER 2,AAK,920,175,701
Preble,PRECINCT GASPER 3,AAL,874,204,635
Preble,PRECINCT GRATIS VILLAGE,AAM,426,86,317
Preble,PRECINCT GRATIS NORTH,AAN,761,142,572
Preble,PRECINCT WEST ELKTON-GRATIS SOUTH,AAP,"1,055",191,797
Preble,PRECINCT HARRISON SOUTHEAST,AAQ,592,109,457
Preble,PRECINCT VERONA; HARRISON-NORTHEAST,AAR,393,51,321
Preble,PRECINCT HARRISON WEST,AAS,487,74,389
Preble,PRECINCT LEWISBURG NORTH,AAT,538,112,401
Preble,PRECINCT LEWISBURG SOUTH,AAU,339,74,256
Preble,PRECINCT COLLEGE CORNER-ISRAEL 1,AAV,238,49,173
Preble,PRECINCT ISRAEL II,AAW,441,111,310
Preble,PRECINCT JACKSON,AAX,585,117,436
Preble,PRECINCT JEFFERSON NORTH,AAY,544,107,413
Preble,PRECINCT JEFFERSON SOUTH,AAZ,380,81,285
Preble,PRECINCT NEW PARIS NORTH,ABA,278,83,172
Preble,PRECINCT NEW PARIS SOUTH,ABB,333,102,219
Preble,PRECINCT LANIER SOUTHEAST,ABC,796,142,606
Preble,PRECINCT LANIER NORTHWEST,ABD,690,120,540
Preble,PRECINCT WEST ALEXANDRIA SOUTH,ABF,430,107,295
Preble,PRECINCT MONROE,ABG,582,117,441
Preble,PRECINCT ELDORADO,ABH,265,42,203
Preble,PRECINCT WEST MANCHESTER,ABI,175,50,114
Preble,PRECINCT SOMERS EAST,ABK,515,116,387
Preble,PRECINCT SOMERS WEST,ABL,495,84,385
Preble,PRECINCT CAMDEN 1,ABM,449,100,322
Preble,PRECINCT CAMDEN 2,ABN,324,57,234
Preble,PRECINCT TWIN EAST,ABP,581,90,469
Preble,PRECINCT TWIN WEST,ABQ,632,96,516
Preble,PRECINCT WEST ALEXANDRIA NORTH,ABR,243,52,172
Preble,PRECINCT WASHINGTON EAST,ABS,458,94,340
Preble,PRECINCT WASHINGTON WEST,ABT,601,121,444
Putnam,BLANCHARD TWP,AAB,715,100,572
Putnam,GREENSBURG TWP,AAC,828,91,688
Putnam,JACKSON TWP,AAF,561,67,467
Putnam,JENNINGS TWP,AAG,"1,163",166,931
Putnam,LIBERTY TWP,AAK,932,139,748
Putnam,MONROE TWP/CONTINENTAL,AAN,"1,035",159,795
Putnam,MONTEREY TWP,AAO,709,111,552
Putnam,OTTOVILLE CORP,AAP,544,104,405
Putnam,OTTAWA TWP EAST,AAQ,879,129,684
Putnam,OTTAWA TWP WEST/GLANDORF,AAT,"1,261",137,"1,044"
Putnam,OTTAWA CORP 1,AAU,977,185,704
Putnam,OTTAWA CORP 2,AAV,567,123,392
Putnam,OTTAWA CORP 3,AAX,738,183,493
Putnam,PALMER TWP,ABA,650,90,524
Putnam,PERRY TWP,ABE,534,67,429
Putnam,PLEASANT TWP,ABF,"1,003",84,860
Putnam,COL GROVE CORP,ABH,"1,025",165,786
Putnam,RILEY TWP,ABK,626,71,517
Putnam,PANDORA CORP,ABM,640,133,467
Putnam,SUGAR CREEK TWP,ABO,647,73,537
Putnam,UNION TWP,ABQ,"1,006",102,846
Putnam,KALIDA CORP,ABR,818,128,631
Putnam,VAN BUREN TWP,ABT,400,62,310
Putnam,LEIPSIC CORP,ABW,903,253,579
Richland,MAN 1 - A,AAA,785,225,518
Richland,MAN 1 - B,AAB,725,182,494
Richland,MAN 1 - C,AAC,519,194,284
Richland,MAN 1 - D,AAD,955,339,564
Richland,MAN 1 - E,AAE,989,353,581
Richland,MAN 1 - F,AAF,487,161,290
Richland,MAN 2 - A,AAG,600,237,307
Richland,MAN 2 - B,AAH,516,209,275
Richland,MAN 2 - C,AAI,377,169,179
Richland,MAN 2 - D,AAJ,826,252,506
Richland,MAN 2 - E,AAK,876,327,491
Richland,MAN 2 - F,AAL,797,244,503
Richland,MAN 3 - A,AAM,443,220,175
Richland,MAN 3 - B,AAN,616,254,293
Richland,MAN 3 - C,AAO,698,277,373
Richland,MAN 3 - D,AAP,729,317,339
Richland,MAN 3 - E,AAQ,819,327,441
Richland,MAN 4 - A,AAR,513,176,308
Richland,MAN 4 - B,AAS,512,267,219
Richland,MAN 4 - C,AAT,428,308,101
Richland,MAN 4 - D,AAU,402,244,134
Richland,MAN 4 - E,AAV,486,329,127
Richland,MAN 5 - A,AAW,463,180,253
Richland,MAN 5 - B,AAX,357,252,89
Richland,MAN 6 - A,AAY,432,308,101
Richland,MAN 6 - B,AAZ,289,144,124
Richland,MAN 6 - C,ABA,503,164,305
Richland,MAN 6 - D,ABB,529,329,163
Richland,MAN 6 - E,ABC,638,205,397
Richland,SHL 1 - A,ABD,517,113,363
Richland,SHL 1 - B,ABE,546,144,360
Richland,SHL 2 - A,ABF,509,111,365
Richland,SHL 2 - B,ABG,493,116,351
Richland,SHL 3 - A,ABH,466,110,319
Richland,SHL 3 - B,ABI,345,91,229
Richland,SHL 4 - A,ABJ,666,168,455
Richland,SHL 4 - B,ABK,631,165,423
Richland,BLMG,ABL,396,76,293
Richland,BUTLER,ABM,293,50,231
Richland,CASS,ABN,510,77,397
Richland,FRANK,ABO,848,140,662
Richland,JACK A,ABP,663,131,496
Richland,JACK B,ABQ,743,139,572
Richland,JEFF A,ABR,"1,147",224,851
Richland,JEFF C,ABS,651,111,504
Richland,JEFF D,ABT,951,176,741
Richland,MAD A,ABU,863,203,597
Richland,MAD D,ABV,665,160,455
Richland,MAD E,ABW,930,212,666
Richland,MAD G,ABX,778,183,545
Richland,MAD I,ABY,825,213,550
Richland,MAD O,ABZ,699,207,453
Richland,MIFF A,ACA,500,130,348
Richland,MIFF B,ACB,663,162,465
Richland,MIFF C,ACC,555,145,379
Richland,MIFF D,ACD,713,216,471
Richland,MIFF E,ACE,738,216,478
Richland,MON A,ACG,794,127,631
Richland,MON B,ACH,779,165,566
Richland,PERRY,ACI,640,103,513
Richland,PLY,ACJ,797,156,583
Richland,SAND,ACK,551,133,381
Richland,SHARON,ACL,527,95,397
Richland,ONT 1 - A,ACM,800,279,476
Richland,ONT 2 - A,ACN,768,207,506
Richland,ONT 3 - A,ACO,918,249,619
Richland,ONT 4 - A,ACP,931,220,669
Richland,SPFLD A,ACQ,488,109,345
Richland,SPFLD B,ACR,930,186,697
Richland,SPFLD C,ACS,662,160,463
Richland,SPFLD D,ACT,566,175,371
Richland,LEX B,ACU,763,212,487
Richland,LEX C,ACV,786,170,563
Richland,LEX E,ACW,"1,012",272,680
Richland,TROY A,ACX,714,172,503
Richland,TROY B,ACY,832,183,618
Richland,WASH A,ACZ,659,153,470
Richland,WASH B,ADA,710,188,475
Richland,WASH C,ADB,856,235,562
Richland,WASH D,ADC,606,131,441
Richland,WASH F,ADE,953,173,734
Richland,WELLER,ADF,969,168,753
Richland,WORTH A,ADG,429,74,333
Richland,WORTH B,ADH,583,132,421
Richland,WORTH C,ADI,470,76,380
Ross,PRECINCT CHILLICOTHE 1-A,AAA,723,289,387
Ross,PRECINCT CHILLICOTHE 1-B,AAB,466,174,261
Ross,PRECINCT CHILLICOTHE 1-C,AAC,590,222,320
Ross,PRECINCT CHILLICOTHE 1-D,AAD,490,175,289
Ross,PRECINCT CHILLICOTHE 2-A,AAG,619,270,310
Ross,PRECINCT CHILLICOTHE 2-B,AAH,381,172,181
Ross,PRECINCT CHILLICOTHE 2-C,AAI,502,202,269
Ross,PRECINCT CHILLICOTHE 2-D,AAJ,540,253,254
Ross,PRECINCT CHILLICOTHE 3-A,AAL,357,166,157
Ross,PRECINCT CHILLICOTHE 3-B,AAM,322,166,138
Ross,PRECINCT CHILLICOTHE 3-C,AAN,277,141,115
Ross,PRECINCT CHILLICOTHE 3-D,AAO,575,213,313
Ross,PRECINCT CHILLICOTHE 4-A,AAQ,312,153,137
Ross,PRECINCT CHILLICOTHE 4-B,AAR,290,143,118
Ross,PRECINCT CHILLICOTHE 4-C,AAS,473,222,220
Ross,PRECINCT CHILLICOTHE 5-A,AAU,260,135,104
Ross,PRECINCT CHILLICOTHE 5-B,AAV,478,188,251
Ross,PRECINCT CHILLICOTHE 5-C,AAW,503,201,261
Ross,PRECINCT CHILLICOTHE 5-D,AAX,304,145,140
Ross,PRECINCT CHILLICOTHE 6-A,ABA,361,179,160
Ross,PRECINCT CHILLICOTHE 6-B,ABB,259,107,124
Ross,PRECINCT CHILLICOTHE 6-C,ABC,430,208,179
Ross,PRECINCT BUCKSKIN NORTH,ABE,360,103,234
Ross,PRECINCT BUCKSKIN SOUTH SALEM,ABF,421,162,228
Ross,PRECINCT COLERAIN ADELPHI,ABH,404,112,267
Ross,PRECINCT COLERAIN WEST,ABJ,478,111,343
Ross,PRECINCT CONCORD AUSTIN,ABK,321,79,221
Ross,PRECINCT CONCORD FRANK CORP.,ABL,471,165,267
Ross,PRECINCT CONCORD FRANK PREC.,ABM,601,149,420
Ross,PRECINCT CONCORD ROXABELL,ABN,569,144,401
Ross,PRECINCT DEER CLARK,ABP,430,118,291
Ross,PRECINCT FRANKLIN NORTH,ABQ,249,59,172
Ross,PRECINCT FRANKLIN SOUTH,ABR,338,87,240
Ross,PRECINCT GREEN KINGSTON,ABS,465,147,291
Ross,PRECINCT GREEN NORTH,ABT,548,142,380
Ross,PRECINCT GREEN SOUTH,ABU,738,203,488
Ross,PRECINCT HARRISON TWP.,ABV,529,150,350
Ross,PRECINCT HUNTINGTON EAST,ABW,635,152,452
Ross,PRECINCT HUNTINGTON NORTH,ABX,724,195,474
Ross,PRECINCT HUNTINGTON SOUTH,ABY,390,126,245
Ross,PRECINCT HUNTINGTON WEST,ABZ,527,158,354
Ross,PRECINCT JEFFERSON TWP.,ACA,520,132,351
Ross,PRECINCT LIBERTY EAST,ACB,510,135,343
Ross,PRECINCT LIBERTY WEST,ACC,687,212,448
Ross,PRECINCT PAINT TWP.,ACD,496,121,346
Ross,PRECINCT PAXTON BAINBRIDGE,ACE,312,97,191
Ross,PRECINCT PAXTON PAXTON,ACF,427,105,298
Ross,PRECINCT SCIOTO CENTRAL,ACG,451,147,263
Ross,PRECINCT SCIOTO NORTH,ACJ,107,44,60
Ross,PRECINCT SCIOTO SIX,ACK,646,218,381
Ross,PRECINCT SCIOTO SOUTH,ACL,442,151,270
Ross,PRECINCT SCIOTO WEST,ACM,523,227,262
Ross,PRECINCT SPRINGFIELD NORTH,ACN,770,234,487
Ross,PRECINCT SPRINGFIELD SOUTH,ACO,394,114,259
Ross,PRECINCT TWIN CENTRAL,ACP,402,98,278
Ross,PRECINCT TWIN EAST,ACQ,278,71,194
Ross,PRECINCT TWIN NORTH,ACR,415,154,248
Ross,PRECINCT TWIN SOUTH,ACS,455,110,327
Ross,PRECINCT UNION CENTRAL,ACT,456,148,283
Ross,PRECINCT UNION EAST,ACU,562,159,378
Ross,PRECINCT UNION NORTH,ACV,237,68,153
Ross,PRECINCT UNION PV,ACW,875,272,542
Ross,PRECINCT UNION SOUTH,ACX,684,207,445
Ross,PRECINCT UNION WEST,ACY,787,224,521
Ross,PRECINCT GREEN WEST,ADA,789,222,518
Sandusky,BELLEVUE CITY 1-A,AAA,740,225,457
Sandusky,BELLEVUE CITY 1-B,AAC,479,162,282
Sandusky,BELLEVUE CITY 2-A,AAD,264,81,168
Sandusky,BELLEVUE CITY 2-B,AAE,591,186,351
Sandusky,CLYDE CITY A,AAG,591,187,349
Sandusky,CLYDE CITY B,AAI,449,146,265
Sandusky,CLYDE CITY C,AAJ,382,120,227
Sandusky,CLYDE CITY D,AAK,463,146,270
Sandusky,CLYDE CITY E,AAL,770,251,455
Sandusky,FREMONT CITY 1-A,AAM,443,221,163
Sandusky,FREMONT CITY 1-B,AAO,424,208,169
Sandusky,FREMONT CITY 1-C,AAQ,294,148,114
Sandusky,FREMONT CITY 1-D,AAR,439,169,227
Sandusky,FREMONT CITY 2-A,AAT,361,165,162
Sandusky,FREMONT CITY 2-B,AAU,374,189,151
Sandusky,FREMONT CITY 2-C,AAW,470,211,212
Sandusky,FREMONT CITY 2-D,AAY,316,165,124
Sandusky,FREMONT CITY 3-A,ABA,451,244,176
Sandusky,FREMONT CITY 3-B,ABC,717,297,361
Sandusky,FREMONT CITY 3-C,ABE,580,253,286
Sandusky,FREMONT CITY 4-A,ABH,478,193,249
Sandusky,FREMONT CITY 4-B,ABJ,464,191,212
Sandusky,FREMONT CITY 4-C,ABL,218,114,84
Sandusky,FREMONT CITY 4-D,ABM,381,188,150
Sandusky,BALLVILLE A,ABN,684,195,433
Sandusky,BALLVILLE B,ABO,378,110,247
Sandusky,BALLVILLE C,ABP,466,138,273
Sandusky,BALLVILLE D,ABR,709,267,387
Sandusky,BALLVILLE E,ABS,616,239,350
Sandusky,BALLVILLE F,ABV,493,133,329
Sandusky,BALLVILLE G,ABW,479,174,281
Sandusky,GREEN SPRINGS,ABX,289,96,168
Sandusky,GREEN CREEK A,ABY,375,119,234
Sandusky,GREEN CREEK B,ABZ,412,104,281
Sandusky,GREEN CREEK C,ACA,499,137,324
Sandusky,GREEN CREEK D,ACB,421,122,272
Sandusky,JACKSON A,ACC,505,159,322
Sandusky,JACKSON B,ACD,303,67,214
Sandusky,MADISON,ACE,659,197,389
Sandusky,GIBSONBURG A,ACG,514,190,252
Sandusky,GIBSONBURG B,ACI,620,220,342
Sandusky,RICE,ACK,589,180,352
Sandusky,RILEY,ACM,675,208,412
Sandusky,SANDUSKY A,ACO,461,159,274
Sandusky,SANDUSKY B,ACP,316,99,199
Sandusky,SANDUSKY C,ACQ,543,251,242
Sandusky,SANDUSKY D,ACS,641,195,407
Sandusky,SCOTT,ACV,672,164,442
Sandusky,TOWNSEND,ACX,774,205,508
Sandusky,HELENA,ACZ,119,33,80
Sandusky,LINDSEY,ADA,239,68,148
Sandusky,WASHINGTON A,ADB,388,92,260
Sandusky,WASHINGTON B,ADC,576,193,331
Sandusky,WOODVILLE TWP,ADE,718,191,476
Sandusky,WOODVILLE VLG A,ADG,725,270,370
Sandusky,WOODVILLE VLG B,ADI,439,176,222
Sandusky,YORK A,ADJ,572,148,378
Sandusky,YORK B,ADK,680,170,453
Scioto,PRECINCT PORTSMOUTH 1-A,AAA,401,186,194
Scioto,PRECINCT PORTSMOUTH 1-B,AAB,300,128,133
Scioto,PRECINCT PORTSMOUTH 1-C,AAC,477,202,237
Scioto,PRECINCT PORTSMOUTH 2-A,AAI,151,69,69
Scioto,PRECINCT PORTSMOUTH 2-B,AAJ,223,164,48
Scioto,PRECINCT PORTSMOUTH 2-C,AAK,315,163,127
Scioto,PRECINCT PORTSMOUTH 3-A,AAO,331,109,194
Scioto,PRECINCT PORTSMOUTH 3-B,AAP,270,140,108
Scioto,PRECINCT PORTSMOUTH 3-C,AAQ,577,236,314
Scioto,PRECINCT PORTSMOUTH 3-D,AAR,627,233,372
Scioto,PRECINCT PORTSMOUTH 4-A,AAX,336,147,164
Scioto,PRECINCT PORTSMOUTH 4-B,AAY,371,157,183
Scioto,PRECINCT PORTSMOUTH 5-A,ABD,242,96,137
Scioto,PRECINCT PORTSMOUTH 5-B,ABE,312,92,191
Scioto,PRECINCT PORTSMOUTH 5-C,ABF,341,104,225
Scioto,PRECINCT PORTSMOUTH 5-D,ABG,332,125,186
Scioto,PRECINCT PORTSMOUTH 6-A,ABJ,277,96,157
Scioto,PRECINCT PORTSMOUTH 6-B,ABK,372,102,245
Scioto,PRECINCT PORTSMOUTH 6-C,ABL,445,160,247
Scioto,PRECINCT BLOOM TOWNSHIP A,ABQ,448,99,331
Scioto,PRECINCT BLOOM TOWNSHIP B,ABR,423,104,285
Scioto,PRECINCT SOUTH WEBSTER VILLAGE,ABS,344,95,225
Scioto,PRECINCT OTWAY/BRUSH CREEK,ABU,528,110,386
Scioto,PRECINCT CLAY TOWNSHIP A,ABV,636,186,410
Scioto,PRECINCT CLAY TOWNSHIP B,ABW,420,114,279
Scioto,PRECINCT CLAY TOWNSHIP C,ABX,326,90,219
Scioto,PRECINCT CLAY TOWNSHIP D,ABY,363,111,243
Scioto,PRECINCT GREEN TOWNSHIP A,ACB,407,95,291
Scioto,PRECINCT GREEN TOWNSHIP B,ACC,367,80,261
Scioto,PRECINCT GREEN TOWNSHIP C,ACD,431,115,297
Scioto,PRECINCT GREEN TOWNSHIP D,ACE,288,68,194
Scioto,PRECINCT GREEN TOWNSHIP E,ACF,435,123,284
Scioto,PRECINCT HARRISON A,ACG,395,88,290
Scioto,PRECINCT HARRISON B,ACH,448,94,339
Scioto,PRECINCT HARRISON C,ACI,435,115,290
Scioto,PRECINCT HARRISON D,ACJ,298,74,208
Scioto,PRECINCT HARRISON E,ACK,347,88,241
Scioto,PRECINCT JEFFERSON  A,ACL,502,112,370
Scioto,PRECINCT JEFFERSON  B,ACM,285,76,195
Scioto,PRECINCT JEFFERSON C,ACN,389,77,292
Scioto,PRECINCT MADISON  A,ACO,448,101,327
Scioto,PRECINCT MADISON  B,ACP,441,90,331
Scioto,PRECINCT MADISON C,ACQ,418,73,322
Scioto,PRECINCT MADISON D,ACR,552,123,406
Scioto,PRECINCT MORGAN A,ACS,485,158,300
Scioto,PRECINCT MORGAN B,ACT,445,164,253
Scioto,PRECINCT NEW BOSTON 1-A,ACU,394,164,198
Scioto,PRECINCT NEW BOSTON 2-A,ACW,334,147,166
Scioto,PRECINCT NILE TOWNSHIP A,ADC,424,131,274
Scioto,PRECINCT NILE TOWNSHIP B,ADD,642,181,425
Scioto,PRECINCT NILE TOWNSHIP C,ADE,115,23,87
Scioto,PRECINCT PORTER  A,ADF,593,133,410
Scioto,PRECINCT PORTER  B,ADG,542,158,357
Scioto,PRECINCT PORTER  C,ADH,500,134,334
Scioto,PRECINCT PORTER D,ADI,313,83,219
Scioto,PRECINCT PORTER E,ADJ,300,85,196
Scioto,PRECINCT PORTER F,ADK,596,140,423
Scioto,PRECINCT PORTER G,ADL,742,166,546
Scioto,PRECINCT PORTER H,ADM,509,125,356
Scioto,PRECINCT PORTER I,ADN,538,137,375
Scioto,PRECINCT RARDEN VIL/TWP,ADR,435,84,334
Scioto,PRECINCT RUSH TOWNSHIP A,ADT,365,99,245
Scioto,PRECINCT RUSH TOWNSHIP B,ADU,391,96,275
Scioto,PRECINCT RUSH TOWNSHIP C,ADV,404,127,254
Scioto,PRECINCT UNION TOWNSHIP A,ADW,578,166,371
Scioto,PRECINCT UNION TOWNSHIP B,ADX,391,100,271
Scioto,PRECINCT VALLEY TOWNSHIP A,ADY,536,103,413
Scioto,PRECINCT VALLEY TOWNSHIP B,ADZ,331,87,222
Scioto,PRECINCT VALLEY TOWNSHIP C,AEA,267,50,201
Scioto,PRECINCT VERNON TOWNSHIP A,AEC,295,88,194
Scioto,PRECINCT VERNON TOWNSHIP B,AED,606,142,424
Scioto,PRECINCT WASH A,AEE,474,140,304
Scioto,PRECINCT WASH B,AEF,517,124,365
Scioto,PRECINCT WASH C,AEG,383,96,267
Scioto,PRECINCT WASH D,AEH,275,72,183
Scioto,PRECINCT WASH E,AEI,517,158,328
Scioto,PRECINCT RUSH TOWNSHIP D,AEP,202,61,133
Seneca,PRECINCT FOSTORIA 1-A,AAA,618,262,303
Seneca,PRECINCT FOSTORIA 1-B,AAC,499,254,204
Seneca,PRECINCT FOSTORIA 3-A,AAE,477,234,203
Seneca,PRECINCT FOSTORIA 3-B,AAF,408,177,184
Seneca,PRECINCT FOSTORIA 4-A,AAI,521,223,233
Seneca,PRECINCT FOSTORIA 4-B,AAL,401,181,181
Seneca,PRECINCT TIFFIN 1-A,AAM,285,111,118
Seneca,PRECINCT TIFFIN 1-B,AAN,593,249,284
Seneca,PRECINCT TIFFIN 1-C,AAO,533,181,285
Seneca,PRECINCT TIFFIN 2-A,AAR,601,191,338
Seneca,PRECINCT TIFFIN 2-B,AAS,315,132,143
Seneca,PRECINCT TIFFIN 2-C,AAT,727,268,385
Seneca,PRECINCT TIFFIN 3-A,AAW,401,164,195
Seneca,PRECINCT TIFFIN 3-B,AAX,409,145,223
Seneca,PRECINCT TIFFIN 3-C,AAY,409,147,218
Seneca,PRECINCT TIFFIN 3-D,AAZ,402,144,216
Seneca,PRECINCT TIFFIN 4-A,ABB,608,187,369
Seneca,PRECINCT TIFFIN 4-B,ABC,942,343,511
Seneca,PRECINCT TIFFIN 4-C,ABE,537,171,295
Seneca,PRECINCT TIFFIN 4-D,ABG,352,116,206
Seneca,PRECINCT GREEN SPRINGS VILLAGE,ABI,266,69,174
Seneca,PRECINCT ADAMS TOWNSHIP,ABJ,638,150,433
Seneca,PRECINCT NEW RIEGEL VILLAGE,ABL,130,36,81
Seneca,PRECINCT BIG SPRING TOWNSHIP,ABM,746,121,553
Seneca,PRECINCT BLOOM TOWNSHIP,ABO,421,104,287
Seneca,PRECINCT BLOOMVILLE VILLAGE,ABP,342,75,215
Seneca,PRECINCT CLINTON A,ABQ,411,109,273
Seneca,PRECINCT CLINTON B,ABR,400,111,259
Seneca,PRECINCT CLINTON C,ABS,635,198,385
Seneca,PRECINCT CLINTON D,ABT,454,118,299
Seneca,PRECINCT CLINTON E,ABU,332,86,212
Seneca,PRECINCT EDEN NORTH,ABV,689,174,459
Seneca,PRECINCT EDEN SOUTH,ABX,412,94,274
Seneca,PRECINCT HOPEWELL A,ABY,527,140,338
Seneca,PRECINCT HOPEWELL B,ABZ,501,105,348
Seneca,PRECINCT HOPEWELL C,ACA,407,94,270
Seneca,PRECINCT JACKSON TOWNSHIP,ACB,695,212,438
Seneca,PRECINCT BETTSVILLE VILLAGE,ACD,284,86,177
Seneca,PRECINCT LIBERTY A,ACE,418,94,296
Seneca,PRECINCT LIBERTY B,ACF,345,81,241
Seneca,PRECINCT LOUDON NORTH,ACG,696,207,416
Seneca,PRECINCT LOUDON SOUTH,ACH,350,71,232
Seneca,PRECINCT PLEASANT TOWNSHIP,ACJ,848,203,564
Seneca,PRECINCT REED TOWNSHIP,ACL,408,87,290
Seneca,PRECINCT SCIPIO TOWNSHIP,ACM,598,129,418
Seneca,PRECINCT REPUBLIC VILL,ACN,273,58,182
Seneca,PRECINCT SENECA A,ACP,483,108,343
Seneca,PRECINCT SENECA B,ACQ,320,49,233
Seneca,PRECINCT THOMPSON TOWNSHIP,ACR,638,171,414
Seneca,PRECINCT ATTICA VILLAGE,ACT,407,101,282
Seneca,PRECINCT VENICE TOWNSHIP,ACU,456,83,345
Shelby,SIDNEY 1ST WARD B,AAA,836,173,599
Shelby,SIDNEY 1ST WARD A,AAB,622,147,428
Shelby,SIDNEY 1ST WARD C,AAF,943,208,677
Shelby,SIDNEY 2ND WARD A,AAH,507,114,353
Shelby,SIDNEY 2ND WARD B,AAJ,655,155,467
Shelby,SIDNEY 2ND WARD C,AAL,414,104,282
Shelby,SIDNEY 2ND WARD D,AAM,744,188,497
Shelby,SIDNEY 3RD WARD A,AAN,687,254,395
Shelby,SIDNEY 3RD WARD B,AAQ,"1,021",239,713
Shelby,SIDNEY 4TH WARD A,AAS,518,139,327
Shelby,SIDNEY 4TH WARD B,AAT,492,143,311
Shelby,SIDNEY 4TH WARD C,AAU,559,138,391
Shelby,SIDNEY 4TH WARD D,AAY,718,162,515
Shelby,CLINTON,AAZ,523,126,363
Shelby,CYNTHIAN EAST,ABC,487,44,429
Shelby,CYNTHIAN WEST,ABD,655,91,537
Shelby,ANNA VLG,ABE,729,149,545
Shelby,DINSMORE,ABF,826,78,718
Shelby,BOTKINS VLG,ABH,652,74,541
Shelby,FRANKLIN,ABK,"1,001",144,810
Shelby,GREEN,ABM,500,56,438
Shelby,JACKSON,ABO,522,51,446
Shelby,JACKSON CENTER VLG,ABQ,703,120,534
Shelby,LORAMIE EAST,ABS,596,88,477
Shelby,LORAMIE WEST,ABU,831,83,711
Shelby,MCLEAN,ABV,996,130,841
Shelby,FORT LORAMIE VLG,ABX,891,119,737
Shelby,ORANGE,ABZ,739,125,584
Shelby,PERRY,ACB,499,71,407
Shelby,SALEM E,ACD,591,91,467
Shelby,SALEM W,ACF,596,91,474
Shelby,TURTLE CREEK,ACG,827,96,701
Shelby,VAN BUREN NORTH,ACJ,543,51,474
Shelby,VAN BUREN SOUTH,ACL,735,79,626
Shelby,WASHINGTON,ACN,958,122,775
Stark,ALLIANCE 1-A,AAA,283,138,128
Stark,ALLIANCE 1-B,AAB,306,124,159
Stark,ALLIANCE 1-C,AAC,465,190,249
Stark,ALLIANCE 1-D,AAD,287,201,70
Stark,ALLIANCE 2-A,AAF,626,261,323
Stark,ALLIANCE 2-B,AAG,276,151,103
Stark,ALLIANCE 2-C,AAH,293,186,85
Stark,ALLIANCE 3-A,AAI,328,154,153
Stark,ALLIANCE 3-B,AAJ,464,193,234
Stark,ALLIANCE 3-C,AAK,398,167,198
Stark,ALLIANCE 3-D,AAM,817,338,415
Stark,ALLIANCE 4-A,AAN,712,248,406
Stark,ALLIANCE 4-B,AAO,424,157,241
Stark,ALLIANCE 4-C,AAP,709,272,389
Stark,ALLIANCE 4-D,AAQ,493,187,272
Stark,ALLIANCE 4-E,AAR,425,147,254
Stark,ALLIANCE 4-F,AAS,406,145,233
Stark,CANTON CITY 1-B,AAW,562,288,216
Stark,CANTON CITY 1-C,AAX,505,296,166
Stark,CANTON CITY 1-D,AAY,319,216,85
Stark,CANTON CITY 1-A,AAZ,484,279,158
Stark,CANTON CITY 2-A,ABA,241,155,69
Stark,CANTON CITY 2-B,ABB,328,221,66
Stark,CANTON CITY 2-C,ABC,304,192,88
Stark,CANTON CITY 2-D,ABD,300,252,33
Stark,CANTON CITY 2-E,ABE,385,286,84
Stark,CANTON CITY 2-F,ABF,276,235,27
Stark,CANTON CITY 3-B,ABH,284,139,122
Stark,CANTON CITY 3-A,ABI,914,443,415
Stark,CANTON CITY 3-D,ABL,606,283,271
Stark,CANTON CITY 3-C,ABM,452,247,171
Stark,CANTON CITY 3-E,ABN,831,412,357
Stark,CANTON CITY 4-A,ABP,347,270,57
Stark,CANTON CITY 4-B,ABQ,355,302,37
Stark,CANTON CITY 4-C,ABR,563,498,52
Stark,CANTON CITY 4-D,ABS,309,273,27
Stark,CANTON CITY 4-E,ABT,201,169,24
